ts,customer,activity,feature_json,revenue_impact,link
2023-07-01 17:05:23,william.martin@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-22 16:13:55,laura.jones@example.com,lead,,,
2023-06-08 07:43:06,sarah.davis@example.com,click,,,https://www.example.com/special-offer
2023-06-23 03:38:30,sarah.davis@example.com,click,,,https://www.example.com/summer-sale
2023-06-01 21:59:15,daniel.thomas@example.com,sale,,15.99,
2023-06-04 19:53:17,john.doe@example.com,sale,,15.99,
2023-06-04 11:01:15,alex.wilson@example.com,lead,,,
2023-06-12 22:59:21,alex.wilson@example.com,click,,,https://www.example.com/new-product-launch
2023-06-03 06:05:26,emma.smith@example.com,sale,,29.99,
2023-07-01 13:59:20,michael.brown@example.com,lead,,,
2023-06-25 13:14:52,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-27 13:42:38,william.martin@example.com,sale,,9.99,
2023-06-15 11:16:31,olivia.white@example.com,lead,,,
2023-06-27 13:52:34,alex.wilson@example.com,lead,,,
2023-06-29 23:52:25,sarah.davis@example.com,consultation,,,
2023-06-15 11:46:06,john.doe@example.com,consultation,,,
2023-06-10 23:22:10,daniel.thomas@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-20 21:40:23,michael.brown@example.com,lead,,,
2023-06-01 20:03:17,laura.jones@example.com,sale,,15.99,
2023-06-21 04:23:39,william.martin@example.com,lead,,,
2023-06-19 07:32:48,laura.jones@example.com,lead,,,
2023-06-20 17:44:53,william.martin@example.com,lead,,,
2023-06-15 22:37:57,sarah.davis@example.com,sale,,15.99,
2023-06-27 10:55:15,emily.jackson@example.com,sale,,49.99,
2023-06-20 07:32:10,michael.brown@example.com,sale,,49.99,
2023-06-04 15:37:35,william.martin@example.com,consultation,,,
2023-06-20 02:28:12,michael.brown@example.com,consultation,,,
2023-06-08 06:04:47,emily.jackson@example.com,sale,,49.99,
2023-07-02 09:16:22,laura.jones@example.com,consultation,,,
2023-06-27 10:48:03,emily.jackson@example.com,click,,,https://www.example.com/limited-time-deal
2023-07-05 08:19:26,william.martin@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-30 00:24:35,michael.brown@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-07 19:20:42,emma.smith@example.com,consultation,,,
2023-06-01 18:56:09,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-06-11 08:49:39,michael.brown@example.com,consultation,,,
2023-07-04 21:23:28,william.martin@example.com,sale,,15.99,
2023-06-26 21:39:40,emily.jackson@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-25 01:09:53,emma.smith@example.com,click,,,https://www.example.com/summer-sale
2023-06-04 03:15:44,laura.jones@example.com,click,,,https://www.example.com/new-product-launch
2023-06-18 08:06:52,sarah.davis@example.com,consultation,,,
2023-06-03 15:26:19,sarah.davis@example.com,click,,,https://www.example.com/new-product-launch
2023-06-10 03:38:16,william.martin@example.com,lead,,,
2023-06-11 22:12:53,laura.jones@example.com,sale,,29.99,
2023-07-03 04:44:28,emma.smith@example.com,sale,,15.99,
2023-06-15 06:46:30,olivia.white@example.com,lead,,,
2023-06-21 03:52:20,olivia.white@example.com,sale,,15.99,
2023-07-01 21:19:26,daniel.thomas@example.com,sale,,29.99,
2023-06-30 09:05:16,sarah.davis@example.com,lead,,,
2023-06-28 06:47:32,michael.brown@example.com,consultation,,,
2023-06-23 08:06:41,emma.smith@example.com,lead,,,
2023-06-05 14:51:31,alex.wilson@example.com,sale,,9.99,
2023-06-11 18:13:39,emily.jackson@example.com,lead,,,
2023-06-23 23:11:52,john.doe@example.com,consultation,,,
2023-06-10 17:56:49,michael.brown@example.com,lead,,,
2023-06-14 00:35:05,emily.jackson@example.com,sale,,49.99,
2023-06-12 15:03:04,michael.brown@example.com,lead,,,
2023-06-23 00:50:21,john.doe@example.com,consultation,,,
2023-06-15 20:21:47,olivia.white@example.com,lead,,,
2023-06-24 11:11:06,john.doe@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-13 11:06:39,sarah.davis@example.com,sale,,15.99,
2023-06-21 02:57:33,emma.smith@example.com,lead,,,
2023-07-02 16:55:13,emily.jackson@example.com,lead,,,
2023-06-01 16:09:21,laura.jones@example.com,consultation,,,
2023-06-29 19:58:18,sarah.davis@example.com,lead,,,
2023-06-11 17:03:43,john.doe@example.com,consultation,,,
2023-06-09 21:01:10,michael.brown@example.com,consultation,,,
2023-06-15 22:28:29,emily.jackson@example.com,sale,,9.99,
2023-06-15 15:17:19,emily.jackson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-29 13:39:37,sarah.davis@example.com,click,,,https://www.example.com/special-offer
2023-07-04 04:55:50,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-06-06 17:24:16,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-06-07 22:06:27,michael.brown@example.com,consultation,,,
2023-06-18 11:50:47,michael.brown@example.com,click,,,https://www.example.com/summer-sale
2023-06-11 10:57:13,william.martin@example.com,click,,,https://www.example.com/summer-sale
2023-06-18 08:20:49,laura.jones@example.com,click,,,https://www.example.com/special-offer
2023-06-01 10:13:44,william.martin@example.com,sale,,15.99,
2023-06-16 16:25:42,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-07 09:57:24,laura.jones@example.com,click,,,https://www.example.com/special-offer
2023-06-01 04:41:21,emily.jackson@example.com,lead,,,
2023-07-01 18:11:37,michael.brown@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-16 08:59:22,laura.jones@example.com,sale,,49.99,
2023-07-01 11:23:07,michael.brown@example.com,consultation,,,
2023-06-22 01:09:18,olivia.white@example.com,consultation,,,
2023-06-14 16:46:30,william.martin@example.com,click,,,https://www.example.com/new-product-launch
2023-06-13 21:19:06,emily.jackson@example.com,sale,,9.99,
2023-06-02 02:13:21,william.martin@example.com,sale,,15.99,
2023-06-05 09:47:59,olivia.white@example.com,consultation,,,
2023-06-12 18:48:50,emma.smith@example.com,sale,,15.99,
2023-06-05 07:52:07,emma.smith@example.com,click,,,https://www.example.com/new-product-launch
2023-06-04 23:00:56,john.doe@example.com,click,,,https://www.example.com/special-offer
2023-06-27 00:15:00,emily.jackson@example.com,consultation,,,
2023-06-26 23:28:44,daniel.thomas@example.com,lead,,,
2023-07-03 12:01:58,laura.jones@example.com,consultation,,,
2023-07-03 17:36:28,olivia.white@example.com,click,,,https://www.example.com/summer-sale
2023-06-21 07:20:52,emily.jackson@example.com,sale,,9.99,
2023-06-16 00:23:54,laura.jones@example.com,consultation,,,
2023-06-01 15:45:48,william.martin@example.com,consultation,,,
2023-07-02 10:13:51,daniel.thomas@example.com,sale,,99.99,
2023-07-05 10:36:02,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-07 10:41:01,alex.wilson@example.com,lead,,,
2023-06-25 11:21:25,michael.brown@example.com,lead,,,
2023-06-09 14:07:12,john.doe@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-27 00:05:27,william.martin@example.com,lead,,,
2023-06-09 04:50:22,john.doe@example.com,lead,,,
2023-06-24 16:05:32,william.martin@example.com,lead,,,
2023-06-23 18:23:46,emma.smith@example.com,click,,,https://www.example.com/new-product-launch
2023-06-27 18:52:43,john.doe@example.com,consultation,,,
2023-07-04 16:52:53,alex.wilson@example.com,sale,,15.99,
2023-07-04 06:48:16,emily.jackson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-30 06:06:52,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-03 15:58:37,william.martin@example.com,consultation,,,
2023-07-01 19:13:58,emily.jackson@example.com,lead,,,
2023-06-02 13:19:30,alex.wilson@example.com,click,,,https://www.example.com/summer-sale
2023-06-07 18:30:12,michael.brown@example.com,sale,,15.99,
2023-07-05 15:45:07,john.doe@example.com,lead,,,
2023-06-08 18:26:26,sarah.davis@example.com,sale,,15.99,
2023-06-19 14:03:43,daniel.thomas@example.com,consultation,,,
2023-06-08 12:35:43,daniel.thomas@example.com,consultation,,,
2023-06-13 01:37:52,alex.wilson@example.com,consultation,,,
2023-06-30 03:38:41,john.doe@example.com,click,,,https://www.example.com/special-offer
2023-06-24 20:43:57,john.doe@example.com,consultation,,,
2023-06-11 01:04:04,daniel.thomas@example.com,consultation,,,
2023-06-06 19:30:07,sarah.davis@example.com,consultation,,,
2023-06-16 08:06:40,john.doe@example.com,sale,,15.99,
2023-06-01 08:14:01,john.doe@example.com,sale,,9.99,
2023-06-04 13:20:54,laura.jones@example.com,lead,,,
2023-07-03 15:33:08,william.martin@example.com,consultation,,,
2023-06-03 07:53:01,emma.smith@example.com,sale,,99.99,
2023-06-11 20:22:58,emily.jackson@example.com,consultation,,,
2023-06-20 06:44:43,sarah.davis@example.com,lead,,,
2023-06-15 08:34:40,john.doe@example.com,sale,,29.99,
2023-06-23 20:27:24,michael.brown@example.com,click,,,https://www.example.com/summer-sale
2023-06-13 05:47:28,sarah.davis@example.com,consultation,,,
2023-06-27 21:43:52,daniel.thomas@example.com,lead,,,
2023-06-13 09:59:01,alex.wilson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-21 07:17:31,olivia.white@example.com,sale,,15.99,
2023-06-25 12:16:03,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-06-08 06:39:24,olivia.white@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-19 19:09:03,daniel.thomas@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-17 01:12:24,sarah.davis@example.com,consultation,,,
2023-06-22 17:03:05,emma.smith@example.com,sale,,99.99,
2023-06-03 06:25:32,william.martin@example.com,click,,,https://www.example.com/special-offer
2023-06-20 09:18:14,daniel.thomas@example.com,lead,,,
2023-06-18 00:11:31,michael.brown@example.com,consultation,,,
2023-06-06 17:25:47,daniel.thomas@example.com,consultation,,,
2023-06-01 06:39:25,sarah.davis@example.com,consultation,,,
2023-06-10 21:50:38,sarah.davis@example.com,lead,,,
2023-06-24 12:21:09,alex.wilson@example.com,lead,,,
2023-07-01 13:56:46,olivia.white@example.com,lead,,,
2023-06-12 03:46:29,michael.brown@example.com,consultation,,,
2023-06-06 18:25:55,olivia.white@example.com,sale,,49.99,
2023-07-05 04:51:48,alex.wilson@example.com,consultation,,,
2023-06-27 02:52:22,laura.jones@example.com,consultation,,,
2023-06-18 16:35:43,sarah.davis@example.com,consultation,,,
2023-07-04 01:37:48,olivia.white@example.com,consultation,,,
2023-06-11 02:31:19,sarah.davis@example.com,consultation,,,
2023-06-30 15:35:29,alex.wilson@example.com,consultation,,,
2023-06-25 05:29:09,alex.wilson@example.com,sale,,49.99,
2023-06-13 08:28:11,daniel.thomas@example.com,sale,,15.99,
2023-06-27 09:29:21,alex.wilson@example.com,consultation,,,
2023-06-20 12:37:33,william.martin@example.com,lead,,,
2023-07-04 14:37:43,daniel.thomas@example.com,sale,,99.99,
2023-06-08 20:27:50,william.martin@example.com,consultation,,,
2023-06-28 10:05:38,laura.jones@example.com,sale,,15.99,
2023-06-18 04:12:09,william.martin@example.com,consultation,,,
2023-06-29 12:44:15,sarah.davis@example.com,consultation,,,
2023-06-25 06:16:58,laura.jones@example.com,consultation,,,
2023-06-24 10:42:23,william.martin@example.com,lead,,,
2023-06-07 20:45:49,michael.brown@example.com,lead,,,
2023-06-09 04:40:35,emma.smith@example.com,consultation,,,
2023-06-10 15:16:38,john.doe@example.com,lead,,,
2023-07-02 21:04:39,michael.brown@example.com,consultation,,,
2023-07-03 09:59:25,daniel.thomas@example.com,consultation,,,
2023-06-01 23:36:21,emma.smith@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-29 06:01:44,emma.smith@example.com,consultation,,,
2023-06-25 04:32:14,emma.smith@example.com,consultation,,,
2023-06-25 03:13:42,michael.brown@example.com,lead,,,
2023-07-01 04:11:51,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-06-29 08:17:50,laura.jones@example.com,consultation,,,
2023-06-07 06:41:58,william.martin@example.com,click,,,https://www.example.com/special-offer
2023-06-08 13:44:56,daniel.thomas@example.com,consultation,,,
2023-06-10 20:33:37,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-06 22:32:20,john.doe@example.com,lead,,,
2023-06-24 00:28:21,michael.brown@example.com,sale,,15.99,
2023-06-18 09:50:10,laura.jones@example.com,sale,,15.99,
2023-06-14 03:14:39,emily.jackson@example.com,click,,,https://www.example.com/special-offer
2023-06-05 05:48:36,olivia.white@example.com,consultation,,,
2023-07-03 07:10:22,sarah.davis@example.com,sale,,9.99,
2023-06-16 15:48:25,sarah.davis@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-12 10:16:58,daniel.thomas@example.com,lead,,,
2023-06-16 13:33:02,olivia.white@example.com,sale,,9.99,
2023-06-11 18:39:06,daniel.thomas@example.com,lead,,,
2023-06-26 03:09:41,alex.wilson@example.com,consultation,,,
2023-06-07 17:15:46,alex.wilson@example.com,consultation,,,
2023-06-30 21:56:55,olivia.white@example.com,sale,,29.99,
2023-07-02 03:25:35,william.martin@example.com,consultation,,,
2023-06-28 23:52:08,alex.wilson@example.com,consultation,,,
2023-06-20 07:08:28,laura.jones@example.com,lead,,,
2023-07-02 07:34:08,alex.wilson@example.com,lead,,,
2023-06-07 12:35:01,emma.smith@example.com,consultation,,,
2023-06-02 15:28:07,sarah.davis@example.com,sale,,15.99,
2023-07-03 06:49:16,olivia.white@example.com,click,,,https://www.example.com/new-product-launch
2023-06-17 05:30:54,alex.wilson@example.com,sale,,29.99,
2023-06-24 04:43:27,john.doe@example.com,click,,,https://www.example.com/special-offer
2023-07-04 00:51:14,sarah.davis@example.com,sale,,9.99,
2023-06-27 08:32:21,alex.wilson@example.com,sale,,29.99,
2023-06-20 20:36:57,john.doe@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-21 11:11:04,laura.jones@example.com,sale,,15.99,
2023-07-02 13:50:59,michael.brown@example.com,sale,,9.99,
2023-06-25 16:04:00,michael.brown@example.com,sale,,49.99,
2023-06-28 08:56:54,alex.wilson@example.com,consultation,,,
2023-07-02 08:00:40,john.doe@example.com,sale,,9.99,
2023-06-11 02:08:38,laura.jones@example.com,click,,,https://www.example.com/special-offer
2023-07-03 02:40:35,william.martin@example.com,lead,,,
2023-06-30 08:44:14,sarah.davis@example.com,sale,,99.99,
2023-06-08 03:19:39,emma.smith@example.com,sale,,29.99,
2023-06-11 20:27:39,olivia.white@example.com,lead,,,
2023-06-30 16:21:36,olivia.white@example.com,consultation,,,
2023-06-09 02:08:37,laura.jones@example.com,consultation,,,
2023-06-24 20:00:07,michael.brown@example.com,consultation,,,
2023-06-18 04:26:04,william.martin@example.com,lead,,,
2023-06-07 00:07:37,michael.brown@example.com,click,,,https://www.example.com/special-offer
2023-07-01 16:21:18,john.doe@example.com,click,,,https://www.example.com/new-product-launch
2023-06-19 13:38:43,alex.wilson@example.com,lead,,,
2023-06-16 03:17:21,william.martin@example.com,lead,,,
2023-06-04 16:01:34,alex.wilson@example.com,lead,,,
2023-07-02 07:56:18,daniel.thomas@example.com,consultation,,,
2023-07-01 21:28:29,alex.wilson@example.com,sale,,49.99,
2023-06-28 01:47:10,emma.smith@example.com,sale,,29.99,
2023-06-03 11:07:17,sarah.davis@example.com,click,,,https://www.example.com/limited-time-deal
2023-07-03 18:51:14,laura.jones@example.com,sale,,49.99,
2023-06-01 14:35:50,olivia.white@example.com,click,,,https://www.example.com/summer-sale
2023-06-25 07:16:59,laura.jones@example.com,lead,,,
2023-06-26 16:17:05,sarah.davis@example.com,lead,,,
2023-06-27 16:38:31,michael.brown@example.com,lead,,,
2023-06-06 21:40:25,alex.wilson@example.com,lead,,,
2023-06-04 01:42:00,olivia.white@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-04 11:33:14,john.doe@example.com,consultation,,,
2023-07-02 22:59:15,john.doe@example.com,consultation,,,
2023-06-06 18:37:05,michael.brown@example.com,sale,,15.99,
2023-06-30 10:28:58,john.doe@example.com,lead,,,
2023-06-20 06:42:27,william.martin@example.com,click,,,https://www.example.com/limited-time-deal
2023-07-01 02:00:59,emily.jackson@example.com,lead,,,
2023-07-01 22:54:08,emma.smith@example.com,lead,,,
2023-06-23 13:49:38,daniel.thomas@example.com,consultation,,,
2023-06-15 22:30:15,olivia.white@example.com,click,,,https://www.example.com/summer-sale
2023-07-05 18:42:51,sarah.davis@example.com,sale,,15.99,
2023-06-03 12:31:31,emma.smith@example.com,consultation,,,
2023-06-27 01:25:47,laura.jones@example.com,lead,,,
2023-06-01 21:26:29,emily.jackson@example.com,click,,,https://www.example.com/summer-sale
2023-06-14 08:55:31,michael.brown@example.com,sale,,29.99,
2023-06-30 15:46:50,michael.brown@example.com,sale,,99.99,
2023-06-25 17:01:50,daniel.thomas@example.com,sale,,49.99,
2023-06-13 23:32:23,emily.jackson@example.com,consultation,,,
2023-06-04 21:02:59,daniel.thomas@example.com,sale,,49.99,
2023-07-01 01:21:34,michael.brown@example.com,sale,,99.99,
2023-06-16 16:53:23,michael.brown@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-11 11:10:48,emma.smith@example.com,sale,,9.99,
2023-06-03 14:45:08,alex.wilson@example.com,lead,,,
2023-06-28 01:47:47,sarah.davis@example.com,lead,,,
2023-06-11 14:47:58,emma.smith@example.com,sale,,49.99,
2023-06-30 11:42:46,william.martin@example.com,consultation,,,
2023-07-02 23:08:04,daniel.thomas@example.com,sale,,15.99,
2023-06-13 02:10:09,alex.wilson@example.com,sale,,99.99,
2023-07-01 04:47:20,alex.wilson@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-01 21:33:02,emily.jackson@example.com,sale,,49.99,
2023-06-18 00:26:58,sarah.davis@example.com,lead,,,
2023-06-10 15:39:58,emma.smith@example.com,sale,,99.99,
2023-06-21 13:09:32,john.doe@example.com,consultation,,,
2023-06-16 12:55:18,olivia.white@example.com,click,,,https://www.example.com/new-product-launch
2023-07-04 12:21:20,olivia.white@example.com,lead,,,
2023-06-28 14:05:54,michael.brown@example.com,click,,,https://www.example.com/summer-sale
2023-06-04 04:32:17,laura.jones@example.com,lead,,,
2023-06-28 15:33:50,laura.jones@example.com,lead,,,
2023-06-27 16:16:52,daniel.thomas@example.com,consultation,,,
2023-06-05 23:33:08,william.martin@example.com,lead,,,
2023-06-20 12:17:59,alex.wilson@example.com,sale,,99.99,
2023-07-05 16:25:46,olivia.white@example.com,sale,,99.99,
2023-06-13 18:56:07,william.martin@example.com,sale,,99.99,
2023-06-24 06:01:32,laura.jones@example.com,sale,,15.99,
2023-06-11 11:31:53,emma.smith@example.com,consultation,,,
2023-06-04 18:39:54,alex.wilson@example.com,lead,,,
2023-06-21 06:56:49,william.martin@example.com,consultation,,,
2023-06-27 13:28:42,william.martin@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-15 06:23:18,olivia.white@example.com,consultation,,,
2023-06-18 02:00:34,laura.jones@example.com,sale,,29.99,
2023-06-03 06:42:44,daniel.thomas@example.com,click,,,https://www.example.com/new-product-launch
2023-06-25 02:37:03,michael.brown@example.com,sale,,49.99,
2023-06-03 05:25:31,michael.brown@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-01 12:42:21,sarah.davis@example.com,lead,,,
2023-06-03 02:29:29,michael.brown@example.com,consultation,,,
2023-06-04 13:58:42,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-07-02 13:39:15,olivia.white@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-02 05:33:00,emily.jackson@example.com,sale,,49.99,
2023-06-26 17:32:44,michael.brown@example.com,consultation,,,
2023-06-28 18:11:43,laura.jones@example.com,click,,,https://www.example.com/new-product-launch
2023-06-24 20:44:59,laura.jones@example.com,sale,,29.99,
2023-06-04 13:47:26,daniel.thomas@example.com,lead,,,
2023-07-03 05:41:54,emily.jackson@example.com,lead,,,
2023-06-09 10:31:42,daniel.thomas@example.com,consultation,,,
2023-07-04 08:53:43,laura.jones@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-11 06:17:40,john.doe@example.com,click,,,https://www.example.com/summer-sale
2023-07-01 23:29:16,daniel.thomas@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-15 16:25:57,william.martin@example.com,lead,,,
2023-06-06 13:54:20,olivia.white@example.com,sale,,29.99,
2023-06-30 22:43:00,alex.wilson@example.com,consultation,,,
2023-06-17 17:12:42,olivia.white@example.com,lead,,,
2023-06-25 13:42:45,alex.wilson@example.com,sale,,49.99,
2023-06-10 09:51:33,emily.jackson@example.com,sale,,29.99,
2023-06-29 14:44:00,emma.smith@example.com,lead,,,
2023-06-29 12:09:41,laura.jones@example.com,sale,,29.99,
2023-06-04 22:46:49,william.martin@example.com,lead,,,
2023-06-20 23:30:55,emma.smith@example.com,click,,,https://www.example.com/special-offer
2023-06-26 09:31:06,alex.wilson@example.com,consultation,,,
2023-06-18 07:17:18,emma.smith@example.com,consultation,,,
2023-07-03 18:36:06,emily.jackson@example.com,consultation,,,
2023-07-05 20:49:15,william.martin@example.com,click,,,https://www.example.com/special-offer
2023-06-16 10:21:35,william.martin@example.com,consultation,,,
2023-06-24 15:47:24,michael.brown@example.com,consultation,,,
2023-07-03 01:10:29,sarah.davis@example.com,sale,,49.99,
2023-06-24 19:08:46,michael.brown@example.com,sale,,49.99,
2023-06-06 16:13:21,john.doe@example.com,lead,,,
2023-06-22 06:50:23,daniel.thomas@example.com,consultation,,,
2023-06-23 10:04:15,emma.smith@example.com,consultation,,,
2023-06-22 03:39:33,alex.wilson@example.com,sale,,15.99,
2023-07-02 12:47:51,alex.wilson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-07 09:25:10,william.martin@example.com,lead,,,
2023-06-05 18:21:58,laura.jones@example.com,click,,,https://www.example.com/summer-sale
2023-07-05 19:38:55,william.martin@example.com,click,,,https://www.example.com/special-offer
2023-06-20 02:10:27,alex.wilson@example.com,consultation,,,
2023-06-13 05:35:33,emily.jackson@example.com,sale,,9.99,
2023-06-24 17:59:46,alex.wilson@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-04 07:35:49,emily.jackson@example.com,consultation,,,
2023-06-04 05:16:02,sarah.davis@example.com,sale,,9.99,
2023-06-11 18:54:10,michael.brown@example.com,lead,,,
2023-07-01 08:23:44,alex.wilson@example.com,sale,,99.99,
2023-06-02 13:47:15,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-06-12 07:10:49,olivia.white@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-19 02:25:38,emily.jackson@example.com,lead,,,
2023-06-05 18:21:03,daniel.thomas@example.com,sale,,49.99,
2023-06-06 09:45:55,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-06-29 00:28:26,olivia.white@example.com,sale,,29.99,
2023-06-23 22:46:12,emily.jackson@example.com,click,,,https://www.example.com/special-offer
2023-06-09 22:53:07,sarah.davis@example.com,consultation,,,
2023-06-22 09:47:58,william.martin@example.com,lead,,,
2023-06-20 09:36:30,john.doe@example.com,click,,,https://www.example.com/special-offer
2023-06-27 05:27:07,sarah.davis@example.com,consultation,,,
2023-07-04 13:12:02,sarah.davis@example.com,consultation,,,
2023-06-04 13:36:18,emily.jackson@example.com,sale,,15.99,
2023-07-01 07:51:45,alex.wilson@example.com,sale,,49.99,
2023-06-28 11:51:18,daniel.thomas@example.com,consultation,,,
2023-06-19 14:03:19,john.doe@example.com,sale,,99.99,
2023-06-15 16:17:14,alex.wilson@example.com,click,,,https://www.example.com/summer-sale
2023-06-22 16:02:35,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-15 18:13:58,william.martin@example.com,click,,,https://www.example.com/summer-sale
2023-06-05 11:02:27,michael.brown@example.com,lead,,,
2023-06-16 04:43:11,daniel.thomas@example.com,consultation,,,
2023-06-06 17:08:49,laura.jones@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-16 01:47:48,laura.jones@example.com,sale,,9.99,
2023-06-14 18:33:22,sarah.davis@example.com,lead,,,
2023-06-10 19:22:06,emily.jackson@example.com,consultation,,,
2023-06-08 18:47:13,olivia.white@example.com,sale,,9.99,
2023-06-26 09:27:10,emma.smith@example.com,lead,,,
2023-06-13 10:43:24,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-06-24 19:09:38,sarah.davis@example.com,sale,,49.99,
2023-06-06 09:23:39,sarah.davis@example.com,sale,,15.99,
2023-06-30 10:42:51,sarah.davis@example.com,consultation,,,
2023-06-29 13:40:58,john.doe@example.com,click,,,https://www.example.com/summer-sale
2023-06-27 09:30:03,alex.wilson@example.com,sale,,15.99,
2023-06-08 01:28:43,emma.smith@example.com,sale,,29.99,
2023-06-01 20:18:04,emily.jackson@example.com,consultation,,,
2023-06-28 04:50:27,emily.jackson@example.com,click,,,https://www.example.com/special-offer
2023-06-21 06:26:14,emily.jackson@example.com,sale,,99.99,
2023-06-18 01:30:24,sarah.davis@example.com,sale,,15.99,
2023-06-08 00:07:47,emily.jackson@example.com,lead,,,
2023-07-03 13:39:25,laura.jones@example.com,sale,,15.99,
2023-06-19 21:31:41,daniel.thomas@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-12 09:55:35,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-06-26 17:37:00,sarah.davis@example.com,consultation,,,
2023-06-09 19:25:39,william.martin@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-26 16:00:32,michael.brown@example.com,consultation,,,
2023-06-20 08:44:53,john.doe@example.com,lead,,,
2023-06-19 08:40:54,daniel.thomas@example.com,click,,,https://www.example.com/summer-sale
2023-06-07 11:34:28,emily.jackson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-14 15:41:26,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-06-20 15:22:01,william.martin@example.com,consultation,,,
2023-06-24 16:47:44,laura.jones@example.com,click,,,https://www.example.com/new-product-launch
2023-06-21 18:03:07,john.doe@example.com,consultation,,,
2023-06-22 20:19:31,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-06-23 23:27:03,emma.smith@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-19 08:49:15,emma.smith@example.com,lead,,,
2023-06-11 04:47:04,daniel.thomas@example.com,lead,,,
2023-06-21 00:06:22,laura.jones@example.com,sale,,15.99,
2023-06-23 08:58:14,daniel.thomas@example.com,click,,,https://www.example.com/new-product-launch
2023-06-07 11:52:37,emily.jackson@example.com,consultation,,,
2023-07-05 05:21:55,emma.smith@example.com,click,,,https://www.example.com/special-offer
2023-07-05 22:12:29,laura.jones@example.com,lead,,,
2023-06-11 16:38:34,alex.wilson@example.com,lead,,,
2023-06-18 10:52:20,laura.jones@example.com,sale,,9.99,
2023-06-06 06:15:55,michael.brown@example.com,sale,,9.99,
2023-07-03 20:27:23,william.martin@example.com,sale,,9.99,
2023-06-11 12:53:02,emma.smith@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-27 01:19:09,laura.jones@example.com,sale,,99.99,
2023-06-02 18:33:58,laura.jones@example.com,lead,,,
2023-06-30 04:39:40,daniel.thomas@example.com,consultation,,,
2023-06-03 05:51:16,john.doe@example.com,lead,,,
2023-06-09 12:49:34,sarah.davis@example.com,click,,,https://www.example.com/special-offer
2023-07-02 10:23:11,john.doe@example.com,consultation,,,
2023-06-20 05:56:15,olivia.white@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-11 21:37:13,john.doe@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-11 05:09:43,olivia.white@example.com,sale,,9.99,
2023-07-04 16:40:25,emily.jackson@example.com,consultation,,,
2023-06-29 22:08:14,daniel.thomas@example.com,click,,,https://www.example.com/new-product-launch
2023-06-25 14:19:07,emily.jackson@example.com,lead,,,
2023-06-17 17:43:59,alex.wilson@example.com,sale,,99.99,
